instructions,trial_type,true_label,false_label,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,required_response.keys,required_response.corr,required_response.rt,feedback_response.keys,feedback_response.corr,feedback_response.rt,participant,gender,age,frameRate,expName,date,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",1,TRUE,FALSE,0,2,2,2,3,0,18,0,i,1,0.0174589157104,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,2,2,2,3,1,19,4,e,1,0.15260720253,i,1,0.0504131317139,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",2,TRUE,FALSE,0,2,2,2,3,2,20,1,e,1,0.118585109711,i,1,0.0343871116638,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,2,2,2,3,3,21,5,i,1,0.403000116348,e,1,0.10196518898,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,2,2,2,3,4,22,2,i,1,0.20240688324,e,1,0.202086925507,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,2,2,2,3,5,23,4,e,1,0.100800037384,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,2,2,2,4,0,24,2,i,1,0.0858340263367,e,1,0.0856750011444,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",2,TRUE,FALSE,0,2,2,2,4,1,25,1,e,1,0.236335039139,i,1,0.219017982483,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,2,2,2,4,2,26,5,i,1,0.0853781700134,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",1,TRUE,FALSE,0,2,2,2,4,3,27,0,i,1,0.100876092911,e,1,0.100471019745,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",2,TRUE,FALSE,0,2,2,2,4,4,28,1,e,1,0.0671179294586,i,1,0.0665979385376,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,2,2,2,4,5,29,3,e,1,0.0520899295807,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,2,2,2,5,0,30,2,i,1,0.100889921188,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,2,2,2,5,1,31,4,e,1,0.0685939788818,i,1,0.0678150653839,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,2,2,2,5,2,32,3,e,1,0.0681509971619,i,1,0.0677669048309,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",2,TRUE,FALSE,0,2,2,2,5,3,33,1,e,1,0.0324668884277,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,2,2,2,5,4,34,5,i,1,0.0516228675842,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",1,TRUE,FALSE,0,2,2,2,5,5,35,0,i,1,0.0673549175262,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",2,TRUE,FALSE,0,2,2,2,6,0,36,1,e,1,0.0686168670654,i,1,0.0680429935455,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,2,2,2,6,1,37,3,e,1,0.0174760818481,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,2,2,2,6,2,38,2,i,1,0.0850489139557,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,2,2,2,6,3,39,4,e,1,0.0677931308746,i,1,0.0675020217896,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,2,2,2,6,4,40,5,i,1,0.051687002182,e,1,0.0515429973602,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,2,2,2,6,5,41,4,e,1,0.0841400623322,i,1,0.0523300170898,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,2,2,2,7,0,42,2,i,1,0.0346078872681,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",1,TRUE,FALSE,0,2,2,2,7,1,43,0,i,1,0.0835161209106,e,1,0.082906961441,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,2,2,2,7,2,44,4,e,1,0.0683109760284,i,1,0.067703962326,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,2,2,2,7,3,45,5,i,1,0.0340609550476,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",1,TRUE,FALSE,0,2,2,2,7,4,46,0,i,1,0.0516560077667,e,1,0.0183849334717,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,2,2,2,7,5,47,3,e,1,0.10111784935,i,1,0.051589012146,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,2,2,2,8,0,48,3,e,1,0.0503349304199,i,1,0.0169279575348,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,2,2,2,8,1,49,2,i,1,0.536637067795,e,1,0.0854489803314,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,2,2,2,8,2,50,3,e,1,0.0680298805237,i,1,0.0676929950714,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,2,2,2,8,3,51,4,e,1,0.083554983139,i,1,0.0504829883575,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,2,2,2,8,4,52,2,i,1,0.401700973511,e,1,0.0169148445129,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,2,2,2,8,5,53,4,e,1,0.186347007751,i,1,0.186251878738,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,2,2,2,9,0,54,5,i,1,0.134131908417,e,1,0.133795976639,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,2,2,2,9,1,55,5,i,1,0.101702928543,e,1,0.0845739841461,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",1,TRUE,FALSE,0,2,2,2,9,2,56,0,i,1,0.11980509758,e,1,0.119555950165,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,2,2,2,9,3,57,2,i,1,0.117989063263,e,1,0.100182056427,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,2,2,2,9,4,58,3,e,1,0.0516090393066,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",1,TRUE,FALSE,0,2,2,2,9,5,59,0,i,1,0.0679090023041,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,3,3,3,0,0,0,2,i,1,0.151744127274,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,3,3,3,0,1,1,3,e,1,0.0845329761505,i,1,0.0841920375824,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,3,3,3,0,2,2,0,e,1,0.0668869018555,i,1,0.0514600276947,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,3,3,3,0,3,3,0,e,1,0.0344891548157,i,1,0.0341069698334,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,3,3,3,1,0,4,1,i,1,0.0681569576263,e,1,0.067794084549,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,3,3,3,1,1,5,3,e,1,0.0683271884918,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,3,3,3,1,2,6,1,i,1,0.0348138809204,e,1,0.0344278812408,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,3,3,3,1,3,7,0,e,1,0.0511710643768,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,3,3,3,2,0,8,1,i,1,0.0352120399475,e,1,0.0168280601501,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,3,3,3,2,1,9,1,i,1,0.0841867923737,e,1,0.0673019886017,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,3,3,3,2,2,10,2,i,1,0.0347650051117,e,1,0.0180830955505,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,3,3,3,2,3,11,3,e,1,0.0529198646545,i,1,0.052638053894,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,3,3,3,3,0,12,0,e,1,0.100672960281,i,1,0.0852069854736,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,3,3,3,3,1,13,1,i,1,0.0843000411987,e,1,0.0839691162109,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,3,3,3,3,2,14,2,i,1,0.0512399673462,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,3,3,3,3,3,15,2,i,1,0.167769908905,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,3,3,3,4,0,16,3,e,1,0.118065834045,i,1,0.101245880127,1,,,59.2111400353,RRT,2016_May_01_1535,
